lea_name,old_lea_name,NAME,leaid,percent_adq_couns_black,percent_adq_couns_white,percent_adq_couns_hispanic,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,top10_flag,avg_exp_year_perc_hispanic,avg_exp_year_perc_black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,perc_ap_stem_hispanic,perc_ap_stem_black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
Centerville-Abington Community,Centerville-Abington Com Schs,Indiana,1801560,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.90759,NA,NA,NA,0.90793,NA,NA,NA,NA,NA,NA,NA
Centerville City,Centerville City,Ohio,3904373,NA,NA,NA,NA,NA,NA,NA,0,0.83224,0.82907,0.82571,0.82724,NA,NA,0.82666,NA,NA,NA,NA,NA,NA,NA
Centerville Community,Centerville Comm School District,Iowa,1906750,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.96763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centerville Elementary,Centerville Elem,Montana,3025130,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.7204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centerville High School,Centerville H S,Montana,3025140,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centerville Reorganized-I,CENTERVILLE R-I,Missouri,2908340,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centinela Valley Union High,Centinela Valley Union High,California,0607920,0.04517,0.0315,0.03771,0.02242,NA,0.05263,0.06593,0,NA,NA,NA,NA,NA,NA,NA,0.95663,0.9538,0.96063,0.97758,NA,0.94737,0.91209
Central,Central,Kansas,2004230,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central,CENTRAL,Oklahoma,4007140,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central,CENTRAL ISD,Texas,4813500,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.98824,1,0.98438,NA,NA,NA,NA
Central,CENTRAL PUBLIC SCHOOL DISTRICT,Minnesota,2723910,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central 104,Central SD 104,Illinois,1709170,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central 13j,Central SD 13J,Oregon,4102840,NA,NA,NA,NA,NA,NA,NA,0,0.91003,NA,0.9177,NA,NA,NA,0.91586,NA,NA,NA,NA,NA,NA,NA
Central 51,Central SD 51,Illinois,1709150,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central A&M 21,Central A & M CUD 21,Illinois,1709100,NA,0.9486,NA,NA,NA,NA,NA,0,NA,NA,0.91905,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Central Arizona Valley Institute of Technology,Central Arizona Valley Institute of Technology,Arizona,0400348,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Berkshire,Central Berkshire,Massachusetts,2503390,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Central Bucks,Central Bucks SD,Pennsylvania,4205310,0.16456,0.15844,0.22594,0.09327,NA,NA,0.17368,1,0.93947,0.93968,0.94928,0.9458,NA,NA,0.94666,0.50418,0.53165,0.51237,0.4633,NA,NA,0.41053
Central Cambria,Central Cambria SD,Pennsylvania,4205340,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.97727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Cass 17,CENTRAL CASS 17,North Dakota,3804090,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Chsd 71,Central CHSD 71,Illinois,1704770,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central City 133,Central City SD 133,Illinois,1709180,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central City Community,Central City Comm School District,Iowa,1906780,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central City Schools,CENTRAL CITY PUBLIC SCHOOLS,Nebraska,3104920,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Columbia,Central Columbia SD,Pennsylvania,4205370,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Community,Central Comm School District,Iowa,1906840,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Community,Central Community School District,Louisiana,2200125,NA,NA,NA,NA,NA,NA,NA,0,0.77152,0.75829,0.76768,0.79382,NA,NA,0.79707,NA,NA,NA,NA,NA,NA,NA
Central Community Unit 3,Central CUSD 3,Illinois,1708220,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.83134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Community Unit 301,Central CUSD 301,Illinois,1707830,NA,NA,NA,NA,NA,NA,NA,0,0.77244,0.77496,0.76548,0.76759,NA,NA,0.7713,NA,NA,NA,NA,NA,NA,NA
Central Community Unit 4,Central CUSD 4,Illinois,1710410,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Consolidated Schools,CENTRAL CONSOLIDATED SCHOOLS,New Mexico,3500390,NA,0,0.08772,NA,0.22011,NA,0.22222,0,0.94971,NA,0.95847,NA,0.93596,NA,0.93148,0.94737,NA,1,NA,0.91714,NA,0.93333
Central Curry 1,Central Curry SD 1,Oregon,4105760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Dauphin,Central Dauphin SD,Pennsylvania,4205400,0,0,0,0,NA,NA,0,0,0.83305,0.83964,0.88935,0.84927,NA,NA,0.84447,1,1,1,1,NA,NA,1
Central Decatur Community,Central Decatur Comm School District,Iowa,1906900,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.96099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Dewitt,Central DeWitt School District,Iowa,1906810,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Elem 32,CENTRAL ELEM 32,North Dakota,3800037,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Elementary,Central Elementary,California,0607950,NA,NA,NA,NA,NA,NA,NA,0,0.95969,0.96656,0.95925,0.96865,NA,NA,0.96923,NA,NA,NA,NA,NA,NA,NA
Central Falls,Central Falls,Rhode Island,4400120,NA,NA,NA,NA,NA,NA,NA,0,0.91538,0.91341,0.91754,NA,0.90725,NA,0.91769,NA,NA,NA,NA,NA,NA,NA
Central Fulton,Central Fulton SD,Pennsylvania,4214850,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Greene,Central Greene SD,Pennsylvania,4205430,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Heights,Central Heights,Kansas,2000014,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Heights,CENTRAL HEIGHTS ISD,Texas,4813440,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central High,CENTRAL HIGH,Oklahoma,4007170,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
Central Islip Union Free,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,New York,3606870,NA,NA,NA,NA,NA,NA,NA,0,0.96067,0.95871,0.94321,0.96021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Kitsap,Central Kitsap School District,Washington,5301080,0,0,0,0,NA,0,0,0,0.96434,0.96145,0.96974,0.97059,NA,0.96896,0.96587,0.9257,0.9646,0.89966,0.98086,NA,0.97143,0.92972
Central Lake Schools,Central Lake Public Schools,Michigan,2608610,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Lee Community,Central Lee Comm School District,Iowa,1906930,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Linn 552,Central Linn SD 552,Oregon,4102910,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Local,Central Local,Ohio,3904671,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Lyon Community,Central Lyon Comm School District,Iowa,1906960,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Minnesota Joint Powers,CENTRAL MINNESOTA JT. POWERS DIST.,Minnesota,2700143,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Montcalm Schools,Central Montcalm Public Schools,Michigan,2608640,NA,NA,NA,NA,NA,NA,NA,0,0.94751,NA,0.95034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Montco Technical High School,Central Montco Technical High School,Pennsylvania,4280330,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Nine Career Center,Central Nine Career Center,Indiana,1801470,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Noble Community Corporation,Central Noble Com School Corp,Indiana,1801710,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.92834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Orange County Cte Partnership Ctep,Central Orange County CTE Partnership (CTEp),California,0600124,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Pa Institute Of Science Technology,Central PA Institute of Science & Technology,Pennsylvania,4280530,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Plains,Central Plains,Kansas,2000349,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0.88385,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Central Point 6,Central Point SD 6,Oregon,4102940,NA,0,0,NA,0,NA,0,0,0.89105,NA,0.90306,NA,0.88767,NA,0.90372,0,NA,0,NA,0,NA,0
Central Regional,Central Regional School District,New Jersey,3402910,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Reorganized-III,CENTRAL R-III,Missouri,2929170,NA,NA,NA,NA,NA,NA,NA,0,NA,0.96,0.96019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Sierra Rop,Central Sierra ROP,California,0600096,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Springs Community,Central Springs Comm School District,Iowa,1920760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.90227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Square Central,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,New York,3606900,NA,NA,NA,NA,NA,NA,NA,0,0.87773,NA,0.87288,NA,NA,NA,0.87117,NA,NA,NA,NA,NA,NA,NA
Central St Hosp,CENTRAL ST HOSP,Virginia,5100045,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Stickney 110,Central Stickney SD 110,Illinois,1737860,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Unified,Central Unified,California,0607970,0.1153,0.08392,0.09042,0.01341,0.12903,NA,0.01515,0,0.91476,0.9206,0.9277,0.92183,0.91812,NA,0.92029,0.90958,0.8847,0.91608,0.98659,0.87097,NA,0.98485
Central Union Elementary,Central Union Elementary,California,0607980,NA,NA,NA,NA,NA,NA,NA,0,0.92505,0.92982,0.93133,0.93353,0.88338,NA,0.93153,NA,NA,NA,NA,NA,NA,NA
Central Union High,Central Union High,California,0608010,NA,0.01961,0.03726,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.96274,NA,0.98039,NA,NA,NA,NA
Central Valley,Central Valley School District,Washington,5301110,0.02941,0.04419,0.05426,0.01149,0.0625,0.08889,0.04673,0,0.88617,0.87509,0.89635,0.89907,0.87315,0.88652,0.89529,0.92248,0.94118,0.92212,0.98851,0.89583,0.88889,0.93458
Central Valley,Central Valley SD,Pennsylvania,4200824,NA,NA,NA,NA,NA,NA,NA,0,NA,0.96276,0.96359,NA,NA,NA,0.9592,NA,NA,NA,NA,NA,NA,NA
Central Valley 3,CENTRAL VALLEY 3,North Dakota,3804140,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Valley Central at Ilion-Mohawk,CENTRAL VALLEY CSD AT ILION-MOHAWK,New York,3601087,NA,NA,NA,NA,NA,NA,NA,0,0.88656,0.89991,0.89107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Valley Schools,CENTRAL VALLEY PUBLIC SCHOOLS,Nebraska,3100185,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Westmoreland Ctc,Central Westmoreland CTC,Pennsylvania,4280470,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central York,Central York SD,Pennsylvania,4205490,NA,NA,NA,NA,NA,NA,NA,0,0.90332,0.90431,0.90705,0.90488,NA,NA,0.90154,NA,NA,NA,NA,NA,NA,NA
Central/Westosha Uhs,Central/Westosha UHS School District,Wisconsin,5513290,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centralia,Centralia School District,Washington,5301140,NA,0,0,NA,NA,NA,0,0,0.93672,NA,0.93702,NA,NA,NA,0.94017,0.95278,NA,0.95056,NA,NA,NA,0.87879
Centralia 135,Centralia SD 135,Illinois,1709270,NA,NA,NA,NA,NA,NA,NA,0,0.95506,0.96301,0.95846,NA,NA,NA,0.96501,NA,NA,NA,NA,NA,NA,NA
Centralia College,Centralia College,Washington,5300016,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centralia Elementary,Centralia Elementary,California,0608070,NA,NA,NA,NA,NA,NA,NA,0,0.94984,0.9445,0.943,0.95179,NA,NA,0.95243,NA,NA,NA,NA,NA,NA,NA
Centralia High Schoold 200,Centralia HSD 200,Illinois,1709300,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centralia Reorganized-VI,CENTRALIA R-VI,Missouri,2908400,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.94012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centre,Centre,Kansas,2008940,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centreville Schools,Centreville Public Schools,Michigan,2608670,NA,0.94271,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Centura Schools,CENTURA PUBLIC SCHOOLS,Nebraska,3162950,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Century Community Unit 100,Century CUSD 100,Illinois,1739630,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceres Unified,Ceres Unified,California,0608130,0,0,0,0,0,0,0,0,0.77535,0.76373,0.76033,0.7714,0.77183,0.77441,0.72094,0.91056,0.92857,0.87891,0.93868,0.82609,0.96429,0.8125
Cerro Gordo Community Unit 100,Cerro Gordo CUSD 100,Illinois,1709330,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chadron Schools,CHADRON PUBLIC SCHOOLS,Nebraska,3104980,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.87203,NA,0.87493,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chadwick-Milledgeville Community Unit 399,Chadwick-Milledgeville CUSD 399,Illinois,1709400,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.91765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chadwick Reorganized-I,CHADWICK R-I,Missouri,2908430,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaffee Reorganized-II,CHAFFEE R-II,Missouri,2908460,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaffey Joint Union High,Chaffey Joint Union High,California,0608160,0.01103,0.01111,0.02262,0.00253,0.05747,0.0339,0.00972,0,NA,NA,NA,NA,NA,NA,NA,0.97339,0.9818,0.98056,0.99293,0.94253,0.95763,0.98703
Chagrin Falls Exempted Village,Chagrin Falls Exempted Village,Ohio,3904528,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Challis Joint,CHALLIS JOINT DISTRICT,Idaho,1600720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.92079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chama Valley Independent,CHAMA VALLEY INDEP. SCHOOLS,New Mexico,3500420,NA,NA,NA,NA,NA,NA,NA,0,0.8526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamberlain,Chamberlain School District 07-1,South Dakota,4612000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chambers County,Chambers County,Alabama,0100600,0,0,0,NA,NA,NA,NA,0,0.93372,0.9137,0.92993,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
Chambers Schools,CHAMBERS PUBLIC SCHOOLS,Nebraska,3105010,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chambersburg Area,Chambersburg Area SD,Pennsylvania,4205550,0,0,0,0,NA,NA,0,0,0.97331,0.96844,0.96391,0.95662,NA,NA,0.96374,1,1,1,1,NA,NA,1
Champaign Community Unit 4,Champaign CUSD 4,Illinois,1709420,0.02242,0.01515,0.0102,0,NA,NA,0.01307,0,0.83842,0.84027,0.86472,0.85781,NA,NA,0.85373,0.9898,0.97758,0.98485,1,NA,NA,0.98693
Champaign/Ford Roe,Champaign/Ford ROE,Illinois,1700171,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Champion Local,Champion Local,Ohio,3905013,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Champlain Valley Unified,Champlain Valley Unified School District,Vermont,5000396,NA,NA,NA,NA,NA,NA,NA,1,0.96387,0.96495,0.96148,0.96906,NA,NA,0.96466,NA,NA,NA,NA,NA,NA,NA
Chandler,CHANDLER,Oklahoma,4007290,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.925,NA,0.93906,NA,0.92637,NA,NA,NA,NA,NA,NA,NA
Chandler 80,Chandler Unified District #80,Arizona,0401870,0.00476,0.01165,0.006,0.00396,0.00495,0.02222,0.01575,1,0.91865,0.92215,0.92142,0.92086,0.92836,0.921,0.92556,0.994,0.99524,0.98835,0.99604,0.99505,0.97778,0.98425
Chaney-Monge 88,Chaney-Monge SD 88,Illinois,1709510,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channahon 17,Channahon SD 17,Illinois,1709540,NA,NA,NA,NA,NA,NA,NA,0,0.9841,NA,0.98816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channelview,CHANNELVIEW ISD,Texas,4813590,0.01105,0.09453,0.0388,0,0,NA,0,0,0.82767,0.82838,0.83394,0.83651,0.8299,NA,0.8211,0.9612,0.98895,0.90547,1,1,NA,1
Channing,CHANNING ISD,Texas,4813620,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chanute Schools,Chanute Public Schools,Kansas,2004590,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaparral Schools,Chaparral Schools,Kansas,2003390,NA,NA,NA,NA,NA,NA,NA,0,0.85272,NA,0.86991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chapel Hill,CHAPEL HILL ISD,Texas,4813650,NA,NA,NA,NA,NA,NA,NA,0,0.92958,0.9307,0.93491,NA,NA,NA,0.94397,NA,NA,NA,NA,NA,NA,NA
Chapel Hill,CHAPEL HILL ISD,Texas,4813680,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chapel Hill-Carrboro City Schools,Chapel Hill-Carrboro City Schools,North Carolina,3700720,1,1,1,1,NA,NA,1,0,0.97219,0.97384,0.97392,0.97084,NA,NA,0.97286,0.98778,0.96796,0.9971,0.99818,NA,NA,0.9924
Chaplin,CHAPLIN SCHOOL DISTRICT,Connecticut,0900720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chapman,Chapman,Kansas,2004620,NA,NA,NA,NA,NA,NA,NA,0,0.9289,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chappaqua Central,CHAPPAQUA CENTRAL SCHOOL DISTRICT,New York,3606990,NA,NA,NA,NA,NA,NA,NA,0,0.97237,NA,0.97254,0.97404,NA,NA,0.97156,NA,NA,NA,NA,NA,NA,NA
Chardon Local,Chardon Local,Ohio,3904718,NA,NA,NA,NA,NA,NA,NA,0,0.90328,NA,0.91583,NA,NA,NA,0.90465,NA,NA,NA,NA,NA,NA,NA
Chariho,Chariho,Rhode Island,4400150,NA,0.97028,0.84848,NA,0.81818,NA,0.90909,0,0.90431,NA,0.92362,NA,0.89913,NA,0.90651,0.84848,NA,0.97028,NA,0.81818,NA,0.90909
Chariton Community,Chariton Comm School District,Iowa,1907050,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.86163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charleroi,Charleroi SD,Pennsylvania,4205640,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charles A. Beard Memorial Corporation,C A Beard Memorial School Corp,Indiana,1801060,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charles City Community,Charles City Comm School District,Iowa,1907080,NA,NA,NA,NA,NA,NA,NA,0,0.83354,0.83389,0.84559,NA,NA,NA,0.84134,NA,NA,NA,NA,NA,NA,NA
Charles City County,CHARLES CITY CO PBLC SCHS,Virginia,5100720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charles County Schools,Charles County Public Schools,Maryland,2400270,0.37518,0.2661,0.43406,0.41497,0.24444,NA,0.36401,1,0.7934,0.80153,0.81334,0.81684,0.81284,NA,0.79516,0.98998,0.9926,0.98514,1,1,NA,0.99182
Charleston,Charleston School District,Vermont,5003060,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charleston,CHARLESTON SCHOOL DISTRICT,Arkansas,0504200,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charleston 01,Charleston 01,South Carolina,4501440,0.35742,0.58714,0.29035,0.29339,NA,0.2,0.37542,1,0.86718,0.85827,0.93297,0.93226,NA,0.91922,0.9019,0.7383,0.59955,0.98107,0.98347,NA,1,0.89701
Charleston Community Unit 1,Charleston CUSD 1,Illinois,1709600,NA,NA,NA,NA,NA,NA,NA,0,0.81347,0.81932,0.81954,NA,NA,NA,0.82473,NA,NA,NA,NA,NA,NA,NA
Charleston Reorganized-I,CHARLESTON R-I,Missouri,2908670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlevoix-Emmet,Charlevoix-Emmet ISD,Michigan,2680240,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Charlevoix Schools,Charlevoix Public Schools,Michigan,2608730,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlo Elementary,Charlo Elem,Montana,3006112,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlo High School,Charlo H S,Montana,3006115,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte,CHARLOTTE,Florida,1200240,0,0,0,0,0,NA,0,0,0.90055,0.89747,0.90376,0.91217,0.89246,NA,0.89879,0.8935,0.84615,0.88955,0.94382,0.88235,NA,0.82692
Charlotte,CHARLOTTE ISD,Texas,4813710,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
